Year,State,Election,Election_Type,Row_Type,Incumbent,party,candidate,votes,percentage
1940,Rhode Island,1940 United States Senate election in Arizona,General,Winning,True,Democratic Party (US),David I. Walsh,"1,088,838",55.64
1940,Rhode Island,1940 United States Senate election in Arizona,General,Winning,True,Republican Party (US),Arthur Vandenberg,"1,053,104",52.65
1940,Rhode Island,1940 United States Senate election in Arizona,General,Winning,True,Republican Party (Minnesota),Henrik Shipstead,"641,049",53.00
1940,Rhode Island,1940 United States Senate election in Arizona,General,Winning,True,Democratic Party (US),Theodore G. Bilbo,"143,431",100.00
1940,Rhode Island,1940 United States Senate election in Arizona,General,Winning,True,Democratic Party (US),Harry S. Truman,"930,775",51.17
1940,Rhode Island,1940 United States Senate election in Arizona,General,Winning,True,Democratic Party (US),Burton K. Wheeler,"176,753",73.43
1940,Rhode Island,1940 United States Senate election in Arizona,General,Winning,False,Republican Party (US),Hugh A. Butler,"340,250",57.00
1940,Rhode Island,1940 United States Senate election in Arizona,General,Winning,True,Democratic Party (US),Key Pittman,"31,351",60.48
1940,Rhode Island,1940 United States Senate election in Arizona,General,Winning,True,Republican Party (US),W. Warren Barbour,"1,029,331",55.11
1940,Rhode Island,1940 United States Senate election in Arizona,General,Winning,True,Democratic Party (US),Dennis Chávez,"103,194",55.95
1940,Rhode Island,1940 United States Senate election in Arizona,General,Winning,False,Republican Party (United States),William Langer,"100,647",38.11%
1940,Rhode Island,1940 United States Senate election in Arizona,General,Candidate,False,Republican Party (US),Irving A. Jennings Sr.,"39,657",28
1940,Rhode Island,1940 United States Senate election in Arizona,General,Candidate,False,Prohibition Party (US),A. Walter Gehres,579,0.4
1940,Rhode Island,1940 United States Senate election in Arizona,General,Candidate,False,Prohibition Party (US),Fred Dyster,"366,044",13.49
1940,Rhode Island,1940 United States Senate election in Arizona,General,Candidate,False,Communist Party (US),[[Charlotte Anita Whitney,"97,478",3.59
1940,Rhode Island,1940 United States Senate election in Arizona,General,Candidate,False,Republican Party (US),Paul L. Cornell,"358,313",45.70
1940,Rhode Island,1940 United States Senate election in Arizona,General,Candidate,False,Socialist Party (US),Kenneth W. Thurlow,"6,557",0.84
1940,Rhode Island,1940 United States Senate election in Arizona,General,Candidate,False,Socialist Labor Party (US),James A. Hutchin,"1,343","0,17"
1940,Rhode Island,1940 United States Senate election in Arizona,General,Candidate,False,Communist Party (US),Isadore Wofsy,"1,114","0,14"
1940,Rhode Island,1940 United States Senate election in Arizona,General,Candidate,True,Republican Party (US),John G. Townsend Jr.,"63,799",47.30
1940,Rhode Island,1940 United States Senate election in Arizona,General,Candidate,False,Independent Democratic,[[William F. Allen (Delaware politician),"2,786",2.07
1940,Rhode Island,1940 United States Senate election in Arizona,General,Candidate,False,Democratic Party (US),Glen H. Taylor,"110,614",47.04
1940,Rhode Island,1940 United States Senate election in Arizona,General,Candidate,True,Democratic Party (US),James M. Slattery,"2,025,097",49.56
1940,Rhode Island,1940 United States Senate election in Arizona,General,Candidate,False,Prohibition Party,Enoch A. Holtwick,"8,625",0.21
1940,Rhode Island,1940 United States Senate election in Arizona,General,Candidate,False,Socialist Party of America,Clarence H. Mayer,"6,517",0.16
1940,Rhode Island,1940 United States Senate election in Arizona,General,Candidate,True,Democratic Party (US),Sherman Minton,"864,803",49.13
1940,Rhode Island,1940 United States Senate election in Arizona,General,Candidate,False,Prohibition Party (US),Carl W. Thompson,"5,621",0.32
1940,Rhode Island,1940 United States Senate election in Arizona,General,Candidate,False,Socialist Party (US),John H. Kingsbury,"1,751",0.10
1940,Rhode Island,1940 United States Senate election in Arizona,General,Candidate,False,Republican Party (US),Walter B. Smith,"401,812",41.73
1940,Rhode Island,1940 United States Senate election in Arizona,General,Candidate,False,Democratic Party (US),Louis J. Brann,"105,740",41.27
1940,Rhode Island,1940 United States Senate election in Arizona,General,Candidate,False,Independent (politician),Lewis Gordon,305,0.12
1940,Rhode Island,1940 United States Senate election in Arizona,General,Candidate,False,Republican Party (US),Harry W. Nice,"203,912",33.48
1940,Rhode Island,1940 United States Senate election in Arizona,General,Candidate,False,Socialist Party of America,Edwin B. Abbott,"4,204",0.69
1940,Rhode Island,1940 United States Senate election in Arizona,General,Candidate,False,Independent (politician),David L. Elliott,"3,423",0.56
1940,Rhode Island,1940 United States Senate election in Arizona,General,Candidate,False,American Labor Party,Robert Kadish,"1,848",0.30
1940,Rhode Island,1940 United States Senate election in Arizona,General,Candidate,False,Communist Party (US),Albert E. Blumberg,"1,349",0.22
1940,Rhode Island,1940 United States Senate election in Arizona,General,Candidate,False,Republican Party (US),Henry Parkman Jr.,"838,122",42.38
1940,Rhode Island,1940 United States Senate election in Arizona,General,Candidate,False,Prohibition Party (US),George L. Thompson,"9,632",0.49
1940,Rhode Island,1940 United States Senate election in Arizona,General,Candidate,False,Communist Party (US),Philip Frankfeld,"9,465",0.48
1940,Rhode Island,1940 United States Senate election in Arizona,General,Candidate,False,Socialist Party of America,Lyman Paine,"6,876",0.35
1940,Rhode Island,1940 United States Senate election in Arizona,General,Candidate,False,Socialist Labor Party (US),Horace I. Hillis,"4,133",0.21
1940,Rhode Island,1940 United States Senate election in Arizona,General,Candidate,False,Democratic Party (US),[[Frank FitzGerald (judge),"939,740",46.98
1940,Rhode Island,1940 United States Senate election in Arizona,General,Candidate,False,Socialist Party (US),Nahum Burnett,"3,580",0.18
1940,Rhode Island,1940 United States Senate election in Arizona,General,Candidate,False,Communist Party (US),Elmer Johnson,"2,290",0.11
1940,Rhode Island,1940 United States Senate election in Arizona,General,Candidate,False,Prohibition Party (US),Carroll P. Pahman,937,0.05
1940,Rhode Island,1940 United States Senate election in Arizona,General,Candidate,False,Socialist Labor Party (US),Theos A. Grove,691,0.03
1940,Rhode Island,1940 United States Senate election in Arizona,General,Candidate,False,Farmer–Labor Party,Elmer Austin Benson,"310,875",25.70
1940,Rhode Island,1940 United States Senate election in Arizona,General,Candidate,False,Democratic Party of Minnesota,John E. Regan,"248,658",20.56
1940,Rhode Island,1940 United States Senate election in Arizona,General,Candidate,False,Trotskyist Anti-War Party (United States),Grace Holmes Carlson,"8,761",0.72
1940,Rhode Island,1940 United States Senate election in Arizona,General,Candidate,False,Independent (politician),Carl Winter,256,0.02
1940,Rhode Island,1940 United States Senate election in Arizona,General,Candidate,False,Republican Party (US),Manvel H. Davis,"886,376",48.73
1940,Rhode Island,1940 United States Senate election in Arizona,General,Candidate,False,Socialist Party (US),W.F. Rinck,"1,669",0.09
1940,Rhode Island,1940 United States Senate election in Arizona,General,Candidate,False,Socialist Labor Party (US),Theodore Baeff,196,0.01
1940,Rhode Island,1940 United States Senate election in Arizona,General,Candidate,False,Republican Party (US),E. K. Cheadle,"63,941",26.57
1940,Rhode Island,1940 United States Senate election in Arizona,General,Candidate,False,Democratic Party (US),Robert Leroy Cochran,"247,659",41.49
1940,Rhode Island,1940 United States Senate election in Arizona,General,Candidate,False,Republican Party (US),Samuel Platt,"20,488",39.52
1940,Rhode Island,1940 United States Senate election in Arizona,General,Candidate,False,Democratic Party (US),James H. R. Cromwell,"823,893",44.11
1940,Rhode Island,1940 United States Senate election in Arizona,General,Candidate,False,Socialist Party (US),McAlister Coleman,"8,836",0.47
1940,Rhode Island,1940 United States Senate election in Arizona,General,Candidate,False,Independent,James A. Tumulty Jr.,"2,784",0.15
1940,Rhode Island,1940 United States Senate election in Arizona,General,Candidate,False,Communist Party (US),Mary Ellen Dooner,"1,519",0.08
1940,Rhode Island,1940 United States Senate election in Arizona,General,Candidate,False,Prohibition Party (US),Edson R. Leach,645,0.03
1940,Rhode Island,1940 United States Senate election in Arizona,General,Candidate,False,Socialist Labor Party (US),Harry Santhouse,464,0.02
1940,Rhode Island,1940 United States Senate election in Arizona,General,Candidate,False,Socialist Workers Party (US),George Breitman,303,0.02
1940,Rhode Island,1940 United States Senate election in Arizona,General,Candidate,False,Republican Party (US),Albert K. Mitchell,"81,257",44.05
1940,Rhode Island,1940 United States Senate election in Arizona,General,Candidate,False,Democratic Party (US),James M. Mead,"2,893,407",47.06
1940,Rhode Island,1940 United States Senate election in Arizona,General,Candidate,False,American Labor Party,James M. Mead,"381,359",6.20
1940,Rhode Island,1940 United States Senate election in Arizona,General,Candidate,False,Republican Party (US),Bruce Barton,"2,842,942",46.66
1940,Rhode Island,1940 United States Senate election in Arizona,General,Candidate,False,Prohibition Party (US),Stephen W. Paine,"4,944",0.08
1940,Rhode Island,1940 United States Senate election in Arizona,General,Candidate,False,Independent (politician),William Lemke,"92,593",35.06%
1940,Rhode Island,1940 United States Senate election in Arizona,General,Candidate,False,Democratic Party (United States),[[Charles Joseph Vogel,"69,847",26.45%
1940,Rhode Island,1940 United States Senate election in Arizona,General,Candidate,False,Independent (politician),Jasper Haaland,"1,1014",0.38%
1940,Rhode Island,1940 United States Senate election in Arizona,General,Total,False,,,"6,148,562",100.00
1940,Tennessee,1940 U.S. Senate election in Tennessee,General,Candidate,False,Independent (politician),John Randolph Neal Jr.,35,0.01%
1940,Tennessee,1940 U.S. Senate election in Tennessee,General,Total,False,,,"417,265",100.00%
1940,Texas,1940 United States Senate election in Texas,General,Total,False,,,"1,037,843",100.00%
1940,Utah,1940 United States Senate election in Arizona,General,Winning,False,Democratic Party (US),Ernest McFarland,"101,495",71.6
1940,Utah,1940 United States Senate election in Arizona,General,Winning,True,Republican Party (US),Hiram W. Johnson,"2,238,899",82.50
1940,Utah,1940 United States Senate election in Arizona,General,Winning,True,Democratic Party (US),Francis T. Maloney,"416,740",53.15
1940,Utah,1940 United States Senate election in Arizona,General,Winning,False,Democratic Party (US),James M. Tunnell,"68,294",50.63
1940,Utah,1940 United States Senate election in Arizona,General,Winning,True,Democratic Party (US),Charles O. Andrews,"323,216",100.00
1940,Utah,1940 United States Senate election in Arizona,General,Winning,False,Republican Party (US),[[John Thomas (Idaho politician),"124,535",52.96
1940,Utah,1940 United States Senate election in Arizona,General,Winning,False,Republican Party (US),Charles W. Brooks,"2,045,924",50.07
1940,Utah,1940 United States Senate election in Arizona,General,Winning,False,Republican Party (US),Raymond E. Willis,"888,070",50.45
1940,Utah,1940 United States Senate election in Arizona,General,Winning,True,Democratic Party (US),Happy Chandler,"561,151",58.27
1940,Utah,1940 United States Senate election in Arizona,General,Winning,False,Republican Party (US),[[Owen Brewster,"150,149",58.61
1940,Utah,1940 United States Senate election in Arizona,General,Winning,True,Democratic Party (US),George L. P. Radcliffe,"394,239",64.74
1940,Utah,1940 United States Senate election in Arizona,General,Winning,True,Democratic Party (US),David I. Walsh,"1,088,838",55.64
1940,Utah,1940 United States Senate election in Arizona,General,Winning,True,Republican Party (US),Arthur Vandenberg,"1,053,104",52.65
1940,Utah,1940 United States Senate election in Arizona,General,Winning,True,Republican Party (Minnesota),Henrik Shipstead,"641,049",53.00
1940,Utah,1940 United States Senate election in Arizona,General,Winning,True,Democratic Party (US),Theodore G. Bilbo,"143,431",100.00
1940,Utah,1940 United States Senate election in Arizona,General,Winning,True,Democratic Party (US),Harry S. Truman,"930,775",51.17
1940,Utah,1940 United States Senate election in Arizona,General,Winning,True,Democratic Party (US),Burton K. Wheeler,"176,753",73.43
1940,Utah,1940 United States Senate election in Arizona,General,Winning,False,Republican Party (US),Hugh A. Butler,"340,250",57.00
1940,Utah,1940 United States Senate election in Arizona,General,Winning,True,Democratic Party (US),Key Pittman,"31,351",60.48
1940,Utah,1940 United States Senate election in Arizona,General,Winning,True,Republican Party (US),W. Warren Barbour,"1,029,331",55.11
1940,Utah,1940 United States Senate election in Arizona,General,Winning,True,Democratic Party (US),Dennis Chávez,"103,194",55.95
1940,Utah,1940 United States Senate election in Arizona,General,Winning,False,Republican Party (United States),William Langer,"100,647",38.11%
1940,Utah,1940 United States Senate election in Arizona,General,Candidate,False,Republican Party (US),Irving A. Jennings Sr.,"39,657",28
1940,Utah,1940 United States Senate election in Arizona,General,Candidate,False,Prohibition Party (US),A. Walter Gehres,579,0.4
1940,Utah,1940 United States Senate election in Arizona,General,Candidate,False,Prohibition Party (US),Fred Dyster,"366,044",13.49
1940,Utah,1940 United States Senate election in Arizona,General,Candidate,False,Communist Party (US),[[Charlotte Anita Whitney,"97,478",3.59
1940,Utah,1940 United States Senate election in Arizona,General,Candidate,False,Republican Party (US),Paul L. Cornell,"358,313",45.70
1940,Utah,1940 United States Senate election in Arizona,General,Candidate,False,Socialist Party (US),Kenneth W. Thurlow,"6,557",0.84
1940,Utah,1940 United States Senate election in Arizona,General,Candidate,False,Socialist Labor Party (US),James A. Hutchin,"1,343","0,17"
1940,Utah,1940 United States Senate election in Arizona,General,Candidate,False,Communist Party (US),Isadore Wofsy,"1,114","0,14"
1940,Utah,1940 United States Senate election in Arizona,General,Candidate,True,Republican Party (US),John G. Townsend Jr.,"63,799",47.30
1940,Utah,1940 United States Senate election in Arizona,General,Candidate,False,Independent Democratic,[[William F. Allen (Delaware politician),"2,786",2.07
1940,Utah,1940 United States Senate election in Arizona,General,Candidate,False,Democratic Party (US),Glen H. Taylor,"110,614",47.04
1940,Utah,1940 United States Senate election in Arizona,General,Candidate,True,Democratic Party (US),James M. Slattery,"2,025,097",49.56
1940,Utah,1940 United States Senate election in Arizona,General,Candidate,False,Prohibition Party,Enoch A. Holtwick,"8,625",0.21
1940,Utah,1940 United States Senate election in Arizona,General,Candidate,False,Socialist Party of America,Clarence H. Mayer,"6,517",0.16
1940,Utah,1940 United States Senate election in Arizona,General,Candidate,True,Democratic Party (US),Sherman Minton,"864,803",49.13
1940,Utah,1940 United States Senate election in Arizona,General,Candidate,False,Prohibition Party (US),Carl W. Thompson,"5,621",0.32
1940,Utah,1940 United States Senate election in Arizona,General,Candidate,False,Socialist Party (US),John H. Kingsbury,"1,751",0.10
1940,Utah,1940 United States Senate election in Arizona,General,Candidate,False,Republican Party (US),Walter B. Smith,"401,812",41.73
1940,Utah,1940 United States Senate election in Arizona,General,Candidate,False,Democratic Party (US),Louis J. Brann,"105,740",41.27
1940,Utah,1940 United States Senate election in Arizona,General,Candidate,False,Independent (politician),Lewis Gordon,305,0.12
1940,Utah,1940 United States Senate election in Arizona,General,Candidate,False,Republican Party (US),Harry W. Nice,"203,912",33.48
1940,Utah,1940 United States Senate election in Arizona,General,Candidate,False,Socialist Party of America,Edwin B. Abbott,"4,204",0.69
1940,Utah,1940 United States Senate election in Arizona,General,Candidate,False,Independent (politician),David L. Elliott,"3,423",0.56
1940,Utah,1940 United States Senate election in Arizona,General,Candidate,False,American Labor Party,Robert Kadish,"1,848",0.30
1940,Utah,1940 United States Senate election in Arizona,General,Candidate,False,Communist Party (US),Albert E. Blumberg,"1,349",0.22
1940,Utah,1940 United States Senate election in Arizona,General,Candidate,False,Republican Party (US),Henry Parkman Jr.,"838,122",42.38
1940,Utah,1940 United States Senate election in Arizona,General,Candidate,False,Prohibition Party (US),George L. Thompson,"9,632",0.49
1940,Utah,1940 United States Senate election in Arizona,General,Candidate,False,Communist Party (US),Philip Frankfeld,"9,465",0.48
1940,Utah,1940 United States Senate election in Arizona,General,Candidate,False,Socialist Party of America,Lyman Paine,"6,876",0.35
1940,Utah,1940 United States Senate election in Arizona,General,Candidate,False,Socialist Labor Party (US),Horace I. Hillis,"4,133",0.21
1940,Utah,1940 United States Senate election in Arizona,General,Candidate,False,Democratic Party (US),[[Frank FitzGerald (judge),"939,740",46.98
1940,Utah,1940 United States Senate election in Arizona,General,Candidate,False,Socialist Party (US),Nahum Burnett,"3,580",0.18
1940,Utah,1940 United States Senate election in Arizona,General,Candidate,False,Communist Party (US),Elmer Johnson,"2,290",0.11
1940,Utah,1940 United States Senate election in Arizona,General,Candidate,False,Prohibition Party (US),Carroll P. Pahman,937,0.05
1940,Utah,1940 United States Senate election in Arizona,General,Candidate,False,Socialist Labor Party (US),Theos A. Grove,691,0.03
1940,Utah,1940 United States Senate election in Arizona,General,Candidate,False,Farmer–Labor Party,Elmer Austin Benson,"310,875",25.70
1940,Utah,1940 United States Senate election in Arizona,General,Candidate,False,Democratic Party of Minnesota,John E. Regan,"248,658",20.56
1940,Utah,1940 United States Senate election in Arizona,General,Candidate,False,Trotskyist Anti-War Party (United States),Grace Holmes Carlson,"8,761",0.72
1940,Utah,1940 United States Senate election in Arizona,General,Candidate,False,Independent (politician),Carl Winter,256,0.02
1940,Utah,1940 United States Senate election in Arizona,General,Candidate,False,Republican Party (US),Manvel H. Davis,"886,376",48.73
1940,Utah,1940 United States Senate election in Arizona,General,Candidate,False,Socialist Party (US),W.F. Rinck,"1,669",0.09
1940,Utah,1940 United States Senate election in Arizona,General,Candidate,False,Socialist Labor Party (US),Theodore Baeff,196,0.01
1940,Utah,1940 United States Senate election in Arizona,General,Candidate,False,Republican Party (US),E. K. Cheadle,"63,941",26.57
1940,Utah,1940 United States Senate election in Arizona,General,Candidate,False,Democratic Party (US),Robert Leroy Cochran,"247,659",41.49
1940,Utah,1940 United States Senate election in Arizona,General,Candidate,False,Republican Party (US),Samuel Platt,"20,488",39.52
1940,Utah,1940 United States Senate election in Arizona,General,Candidate,False,Democratic Party (US),James H. R. Cromwell,"823,893",44.11
1940,Utah,1940 United States Senate election in Arizona,General,Candidate,False,Socialist Party (US),McAlister Coleman,"8,836",0.47
1940,Utah,1940 United States Senate election in Arizona,General,Candidate,False,Independent,James A. Tumulty Jr.,"2,784",0.15
1940,Utah,1940 United States Senate election in Arizona,General,Candidate,False,Communist Party (US),Mary Ellen Dooner,"1,519",0.08
1940,Utah,1940 United States Senate election in Arizona,General,Candidate,False,Prohibition Party (US),Edson R. Leach,645,0.03
1940,Utah,1940 United States Senate election in Arizona,General,Candidate,False,Socialist Labor Party (US),Harry Santhouse,464,0.02
1940,Utah,1940 United States Senate election in Arizona,General,Candidate,False,Socialist Workers Party (US),George Breitman,303,0.02
1940,Utah,1940 United States Senate election in Arizona,General,Candidate,False,Republican Party (US),Albert K. Mitchell,"81,257",44.05
1940,Utah,1940 United States Senate election in Arizona,General,Candidate,False,Democratic Party (US),James M. Mead,"2,893,407",47.06
1940,Utah,1940 United States Senate election in Arizona,General,Candidate,False,American Labor Party,James M. Mead,"381,359",6.20
1940,Utah,1940 United States Senate election in Arizona,General,Candidate,False,Republican Party (US),Bruce Barton,"2,842,942",46.66
1940,Utah,1940 United States Senate election in Arizona,General,Candidate,False,Prohibition Party (US),Stephen W. Paine,"4,944",0.08
1940,Utah,1940 United States Senate election in Arizona,General,Candidate,False,Independent (politician),William Lemke,"92,593",35.06%
1940,Utah,1940 United States Senate election in Arizona,General,Candidate,False,Democratic Party (United States),[[Charles Joseph Vogel,"69,847",26.45%
1940,Utah,1940 United States Senate election in Arizona,General,Candidate,False,Independent (politician),Jasper Haaland,"1,1014",0.38%
1940,Utah,1940 United States Senate election in Arizona,General,Total,False,,,"6,148,562",100.00
1940,Vermont,"United States Senate election in Vermont, 1940",General,Total,False,,,"140,384",100.00%
1940,Vermont (special),"United States Senate special election in Vermont, 1940",General,Winning,False,Republican Party (United States),George Aiken,"87,150",61.63%
1940,Vermont (special),"United States Senate special election in Vermont, 1940",General,Candidate,False,Democratic Party (United States),Herbert B. Comings,"54,263",38.37%
1940,Vermont (special),"United States Senate special election in Vermont, 1940",General,Total,False,,,"141,413",100.00%
1940,Virginia,"United States Senate election in Virginia, 1940",General,Winning,False,Democratic Party (United States),Harry F. Byrd Sr. ([[incumbent,"274,260",93.32%
1940,Virginia,"United States Senate election in Virginia, 1940",General,Candidate,False,Independent (politician),Hilliard Berstein,"11,159",3.80%
1940,Virginia,"United States Senate election in Virginia, 1940",General,Candidate,False,Independent (politician),Alice Burke,"8,250",2.81%
1940,Washington,1940 U.S. Senate election in Washington,General,Total,False,,,"747,307",100.00%
1940,West Virginia,1940 United States Senate election in Arizona,General,Winning,False,Democratic Party (US),Ernest McFarland,"101,495",71.6
1940,West Virginia,1940 United States Senate election in Arizona,General,Winning,True,Republican Party (US),Hiram W. Johnson,"2,238,899",82.50
1940,West Virginia,1940 United States Senate election in Arizona,General,Winning,True,Democratic Party (US),Francis T. Maloney,"416,740",53.15
1940,West Virginia,1940 United States Senate election in Arizona,General,Winning,False,Democratic Party (US),James M. Tunnell,"68,294",50.63
1940,West Virginia,1940 United States Senate election in Arizona,General,Winning,True,Democratic Party (US),Charles O. Andrews,"323,216",100.00
1940,West Virginia,1940 United States Senate election in Arizona,General,Winning,False,Republican Party (US),[[John Thomas (Idaho politician),"124,535",52.96
1940,West Virginia,1940 United States Senate election in Arizona,General,Winning,False,Republican Party (US),Charles W. Brooks,"2,045,924",50.07
1940,West Virginia,1940 United States Senate election in Arizona,General,Winning,False,Republican Party (US),Raymond E. Willis,"888,070",50.45
1940,West Virginia,1940 United States Senate election in Arizona,General,Winning,True,Democratic Party (US),Happy Chandler,"561,151",58.27
1940,West Virginia,1940 United States Senate election in Arizona,General,Winning,False,Republican Party (US),[[Owen Brewster,"150,149",58.61
1940,West Virginia,1940 United States Senate election in Arizona,General,Winning,True,Democratic Party (US),George L. P. Radcliffe,"394,239",64.74
1940,West Virginia,1940 United States Senate election in Arizona,General,Winning,True,Democratic Party (US),David I. Walsh,"1,088,838",55.64
1940,West Virginia,1940 United States Senate election in Arizona,General,Winning,True,Republican Party (US),Arthur Vandenberg,"1,053,104",52.65
1940,West Virginia,1940 United States Senate election in Arizona,General,Winning,True,Republican Party (Minnesota),Henrik Shipstead,"641,049",53.00
1940,West Virginia,1940 United States Senate election in Arizona,General,Winning,True,Democratic Party (US),Theodore G. Bilbo,"143,431",100.00
1940,West Virginia,1940 United States Senate election in Arizona,General,Winning,True,Democratic Party (US),Harry S. Truman,"930,775",51.17
1940,West Virginia,1940 United States Senate election in Arizona,General,Winning,True,Democratic Party (US),Burton K. Wheeler,"176,753",73.43
1940,West Virginia,1940 United States Senate election in Arizona,General,Winning,False,Republican Party (US),Hugh A. Butler,"340,250",57.00
1940,West Virginia,1940 United States Senate election in Arizona,General,Winning,True,Democratic Party (US),Key Pittman,"31,351",60.48
1940,West Virginia,1940 United States Senate election in Arizona,General,Winning,True,Republican Party (US),W. Warren Barbour,"1,029,331",55.11
1940,West Virginia,1940 United States Senate election in Arizona,General,Winning,True,Democratic Party (US),Dennis Chávez,"103,194",55.95
1940,West Virginia,1940 United States Senate election in Arizona,General,Winning,False,Republican Party (United States),William Langer,"100,647",38.11%
1940,West Virginia,1940 United States Senate election in Arizona,General,Candidate,False,Republican Party (US),Irving A. Jennings Sr.,"39,657",28
1940,West Virginia,1940 United States Senate election in Arizona,General,Candidate,False,Prohibition Party (US),A. Walter Gehres,579,0.4
1940,West Virginia,1940 United States Senate election in Arizona,General,Candidate,False,Prohibition Party (US),Fred Dyster,"366,044",13.49
1940,West Virginia,1940 United States Senate election in Arizona,General,Candidate,False,Communist Party (US),[[Charlotte Anita Whitney,"97,478",3.59
1940,West Virginia,1940 United States Senate election in Arizona,General,Candidate,False,Republican Party (US),Paul L. Cornell,"358,313",45.70
1940,West Virginia,1940 United States Senate election in Arizona,General,Candidate,False,Socialist Party (US),Kenneth W. Thurlow,"6,557",0.84
1940,West Virginia,1940 United States Senate election in Arizona,General,Candidate,False,Socialist Labor Party (US),James A. Hutchin,"1,343","0,17"
1940,West Virginia,1940 United States Senate election in Arizona,General,Candidate,False,Communist Party (US),Isadore Wofsy,"1,114","0,14"
1940,West Virginia,1940 United States Senate election in Arizona,General,Candidate,True,Republican Party (US),John G. Townsend Jr.,"63,799",47.30
1940,West Virginia,1940 United States Senate election in Arizona,General,Candidate,False,Independent Democratic,[[William F. Allen (Delaware politician),"2,786",2.07
1940,West Virginia,1940 United States Senate election in Arizona,General,Candidate,False,Democratic Party (US),Glen H. Taylor,"110,614",47.04
1940,West Virginia,1940 United States Senate election in Arizona,General,Candidate,True,Democratic Party (US),James M. Slattery,"2,025,097",49.56
1940,West Virginia,1940 United States Senate election in Arizona,General,Candidate,False,Prohibition Party,Enoch A. Holtwick,"8,625",0.21
1940,West Virginia,1940 United States Senate election in Arizona,General,Candidate,False,Socialist Party of America,Clarence H. Mayer,"6,517",0.16
1940,West Virginia,1940 United States Senate election in Arizona,General,Candidate,True,Democratic Party (US),Sherman Minton,"864,803",49.13
1940,West Virginia,1940 United States Senate election in Arizona,General,Candidate,False,Prohibition Party (US),Carl W. Thompson,"5,621",0.32
1940,West Virginia,1940 United States Senate election in Arizona,General,Candidate,False,Socialist Party (US),John H. Kingsbury,"1,751",0.10
1940,West Virginia,1940 United States Senate election in Arizona,General,Candidate,False,Republican Party (US),Walter B. Smith,"401,812",41.73
1940,West Virginia,1940 United States Senate election in Arizona,General,Candidate,False,Democratic Party (US),Louis J. Brann,"105,740",41.27
1940,West Virginia,1940 United States Senate election in Arizona,General,Candidate,False,Independent (politician),Lewis Gordon,305,0.12
1940,West Virginia,1940 United States Senate election in Arizona,General,Candidate,False,Republican Party (US),Harry W. Nice,"203,912",33.48
1940,West Virginia,1940 United States Senate election in Arizona,General,Candidate,False,Socialist Party of America,Edwin B. Abbott,"4,204",0.69
1940,West Virginia,1940 United States Senate election in Arizona,General,Candidate,False,Independent (politician),David L. Elliott,"3,423",0.56
1940,West Virginia,1940 United States Senate election in Arizona,General,Candidate,False,American Labor Party,Robert Kadish,"1,848",0.30
1940,West Virginia,1940 United States Senate election in Arizona,General,Candidate,False,Communist Party (US),Albert E. Blumberg,"1,349",0.22
1940,West Virginia,1940 United States Senate election in Arizona,General,Candidate,False,Republican Party (US),Henry Parkman Jr.,"838,122",42.38
1940,West Virginia,1940 United States Senate election in Arizona,General,Candidate,False,Prohibition Party (US),George L. Thompson,"9,632",0.49
1940,West Virginia,1940 United States Senate election in Arizona,General,Candidate,False,Communist Party (US),Philip Frankfeld,"9,465",0.48
1940,West Virginia,1940 United States Senate election in Arizona,General,Candidate,False,Socialist Party of America,Lyman Paine,"6,876",0.35
1940,West Virginia,1940 United States Senate election in Arizona,General,Candidate,False,Socialist Labor Party (US),Horace I. Hillis,"4,133",0.21
1940,West Virginia,1940 United States Senate election in Arizona,General,Candidate,False,Democratic Party (US),[[Frank FitzGerald (judge),"939,740",46.98
1940,West Virginia,1940 United States Senate election in Arizona,General,Candidate,False,Socialist Party (US),Nahum Burnett,"3,580",0.18
1940,West Virginia,1940 United States Senate election in Arizona,General,Candidate,False,Communist Party (US),Elmer Johnson,"2,290",0.11
1940,West Virginia,1940 United States Senate election in Arizona,General,Candidate,False,Prohibition Party (US),Carroll P. Pahman,937,0.05
1940,West Virginia,1940 United States Senate election in Arizona,General,Candidate,False,Socialist Labor Party (US),Theos A. Grove,691,0.03
1940,West Virginia,1940 United States Senate election in Arizona,General,Candidate,False,Farmer–Labor Party,Elmer Austin Benson,"310,875",25.70
1940,West Virginia,1940 United States Senate election in Arizona,General,Candidate,False,Democratic Party of Minnesota,John E. Regan,"248,658",20.56
1940,West Virginia,1940 United States Senate election in Arizona,General,Candidate,False,Trotskyist Anti-War Party (United States),Grace Holmes Carlson,"8,761",0.72
1940,West Virginia,1940 United States Senate election in Arizona,General,Candidate,False,Independent (politician),Carl Winter,256,0.02
1940,West Virginia,1940 United States Senate election in Arizona,General,Candidate,False,Republican Party (US),Manvel H. Davis,"886,376",48.73
1940,West Virginia,1940 United States Senate election in Arizona,General,Candidate,False,Socialist Party (US),W.F. Rinck,"1,669",0.09
1940,West Virginia,1940 United States Senate election in Arizona,General,Candidate,False,Socialist Labor Party (US),Theodore Baeff,196,0.01
1940,West Virginia,1940 United States Senate election in Arizona,General,Candidate,False,Republican Party (US),E. K. Cheadle,"63,941",26.57
1940,West Virginia,1940 United States Senate election in Arizona,General,Candidate,False,Democratic Party (US),Robert Leroy Cochran,"247,659",41.49
1940,West Virginia,1940 United States Senate election in Arizona,General,Candidate,False,Republican Party (US),Samuel Platt,"20,488",39.52
